GMID,Name,School,Year,Grade,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
19032,Kene Anusionwu,Bethune-Cookman,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
19034,Rashad Bailey,Bethune-Cookman,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
19030,Javoris Bryant,Bethune-Cookman,2009,Fr,1,1,0,0,1,0,0,0,0,0,0
19033,Kevin Dukes,Bethune-Cookman,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
19035,"Stanley Elliott, Jr.",Bethune-Cookman,2009,So,1,0,1,0,0,1,0,0,0,0,0
19031,"Jerry Jones, Jr.",Bethune-Cookman,2009,So,0,0,0,0,0,0,0,0,0,0,0
19027,Aric Miller,Bethune-Cookman,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
19028,C.J. Reed,Bethune-Cookman,2009,So,2,1,1,0,1,1,0,0,0,0,1
19025,Alexander Starling,Bethune-Cookman,2009,Jr,4,1,3,0,0,3,0,0,0,0,2
19029,Jarrell Thomas,Bethune-Cookman,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
19026,Antroine Williford,Bethune-Cookman,2009,Fr,2,0,2,0,0,1,0,0,0,0,0
17646,Moussa Camara,Binghamton,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
17642,Jimmy Gray,Binghamton,2009,Fr,1,0,1,0,0,1,0,0,0,0,0
17647,Pina Guillaume,Binghamton,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17645,Mike Horn,Binghamton,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17644,Mahamoud Jabbi,Binghamton,2009,Jr,1,0,1,0,0,0,0,0,0,0,0
17649,Taylor Johnston,Binghamton,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17639,Chretien Lukusa,Binghamton,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
17648,Preston Pena,Binghamton,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
17650,Umur Peten,Binghamton,2009,Jr,1,0,1,0,0,1,0,0,0,0,0
17641,Javon Ralling,Binghamton,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17643,Kyrie Sutton,Binghamton,2009,So,1,1,0,0,1,0,0,1,0,0,0
17640,Dylan Talley,Binghamton,2009,Fr,1,1,0,0,1,0,0,0,0,0,0
9555,Greer Wright,Binghamton,2009,Jr,2,0,2,0,0,2,0,0,0,0,0
8758,La'Shard Anderson,Boise State,2009,Jr,2,0,2,0,0,0,0,0,1,0,5
8761,Robert Arnold,Boise State,2009,Jr,6,3,3,0,3,0,0,0,0,0,3
8757,Kurt Cunningham,Boise State,2009,Sr,4,3,1,0,3,0,0,0,0,0,0
8759,Nate Larsen,Boise State,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
8753,Daequon Montreal,Boise State,2009,Jr,2,2,0,0,0,0,0,1,0,0,0
8766,Zack Moritz,Boise State,2009,Jr,1,0,1,0,0,1,0,0,1,0,0
8760,Paul Noonan,Boise State,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
8755,Ike Okoye,Boise State,2009,Sr,8,4,4,0,2,3,0,1,0,0,0
8765,Westly Perryman,Boise State,2009,RS-Jr,0,0,0,0,0,0,0,0,0,0,1
8756,Justin Salzwedel,Boise State,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
8752,Anthony Thomas,Boise State,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
8764,Tyler Young,Boise State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
3764,Cortney Dunn,Boston College,2009,Jr,12,5,7,0,3,3,0,0,3,0,0
3765,Dallas Elmore,Boston College,2009,So,5,3,2,0,0,1,0,0,0,0,0
3771,Reggie Jackson,Boston College,2009,So,9,2,5,2,1,2,2,1,1,0,3
3769,Nick Mosakowski,Boston College,2009,So,0,0,0,0,0,0,0,0,1,0,0
3762,Biko Paris,Boston College,2009,Jr,1,0,0,1,0,0,0,0,0,0,2
3763,Corey Raji,Boston College,2009,Jr,1,0,1,0,0,1,0,0,1,0,0
3766,Evan Ravenel,Boston College,2009,So,8,3,5,0,1,3,0,0,1,0,0
4831,Peter Rehnquist,Boston College,2009,So,0,0,0,0,0,0,0,0,0,0,0
3772,Tyler Roche,Boston College,2009,Sr,6,3,3,0,2,2,0,0,2,0,0
3770,Rakim Sanders,Boston College,2009,Jr,2,0,2,0,0,2,0,0,0,0,3
3768,Josh Southern,Boston College,2009,Jr,4,0,4,0,0,2,0,1,4,0,0
3767,Joe Trapani,Boston College,2009,Jr,8,6,2,0,3,2,0,0,1,0,0
17705,Tunde Agboola,Boston University,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
17694,B.J. Bailey,Boston University,2009,Fr,0,0,0,0,0,0,0,0,2,0,0
17700,John Holland,Boston University,2009,Jr,4,1,3,0,1,0,0,0,1,0,2
17697,Corey Lowe,Boston University,2009,Sr,2,1,1,0,1,1,0,0,1,0,0
17706,Tyler Morris,Boston University,2009,Sr,1,0,1,0,0,1,0,0,0,0,0
17698,Jake O'Brien,Boston University,2009,So,5,3,2,0,2,1,0,0,0,0,0
17699,Jeff Pelage,Boston University,2009,So,1,0,1,0,0,0,0,0,0,0,0
17702,Michael Schulze,Boston University,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
17707,Valdas Sirutis,Boston University,2009,Sr,0,0,0,0,0,0,0,0,2,0,0
17704,Sherrod Smith,Boston University,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
17696,Carlos Strong,Boston University,2009,Sr,0,0,0,0,0,0,0,1,0,0,0
17695,Brendan Sullivan,Boston University,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
11280,Dee Brown,Bowling Green,2009,So,0,0,0,0,0,0,0,0,1,0,1
11277,A'uston Calhoun,Bowling Green,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11284,Jordon Crawford,Bowling Green,2009,Fr,0,0,0,0,0,0,0,0,0,0,1
11282,James Erger,Bowling Green,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
9150,Darion Goins,Bowling Green,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
11283,Joe Jakubowski,Bowling Green,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
11287,Matt Karaffa,Bowling Green,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
11285,Luke Kraus,Bowling Green,2009,Fr,0,0,0,0,0,0,0,1,0,0,1
11286,Marc Larson,Bowling Green,2009,Sr,4,2,2,0,1,2,0,0,2,0,0
11281,Erik Marschall,Bowling Green,2009,Sr,5,1,4,0,1,3,0,0,1,0,0
11278,Danny McElroy,Bowling Green,2009,Fr,1,0,1,0,0,0,0,0,0,0,0
11288,Otis Polk,Bowling Green,2009,Sr,7,3,4,0,3,2,0,1,3,0,0
11289,Scott Thomas,Bowling Green,2009,So,2,0,2,0,0,1,0,1,0,0,0
7065,Taylor Brown,Bradley,2009,So,5,2,3,0,0,1,0,0,0,0,0
4527,Dodie Dunson,Bradley,2009,RS-Sr,0,0,0,0,0,0,0,0,0,0,0
7058,Jake Eastman,Bradley,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
7066,Will Egolf,Bradley,2009,So,11,9,2,0,6,1,0,2,2,1,0
7060,Milos Knezevic,Bradley,2009,Fr,0,0,0,0,0,0,0,0,1,0,0
7064,Sam Maniscalco,Bradley,2009,Jr,3,3,0,0,2,0,0,1,0,0,4
7057,Eddren McCain,Bradley,2009,So,0,0,0,0,0,0,0,0,0,0,0
7062,Ryan Phillips,Bradley,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
7055,Chris Roberts,Bradley,2009,Sr,7,3,3,0,2,2,0,0,2,0,3
7056,Dyricus Simms-Edwards,Bradley,2009,Fr,1,0,1,0,0,1,0,0,0,0,1
7063,Sam Singh,Bradley,2009,Sr,7,4,3,0,2,1,0,1,0,0,0
7053,Anthony Thompson,Bradley,2009,So,2,2,0,0,0,0,0,0,0,0,0
7052,Andrew Warren,Bradley,2009,Jr,0,0,0,0,0,0,0,0,2,0,3
7054,Charonn Woods,Bradley,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
12331,Marques Coleman,Brown,2009,Fr,1,0,0,1,0,0,1,0,0,0,0
12335,Steve Gruber,Brown,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
12336,Tucker Halpern,Brown,2009,Fr,3,2,1,0,1,1,0,1,1,0,1
12330,Jean Herbert-Harris,Brown,2009,So,0,0,0,0,0,0,0,0,0,0,0
12329,Garrett Leffelman,Brown,2009,Jr,2,0,2,0,0,1,0,1,0,0,0
12327,Andrew McCarthy,Brown,2009,Fr,7,2,4,0,0,2,0,0,1,0,0
12340,Matt Mullery,Brown,2009,Sr,8,1,7,0,0,3,0,1,1,0,1
12332,Matt Sullivan,Brown,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
12343,Peter Sullivan,Brown,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
12328,Chris Taylor,Brown,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
12326,Adrian Williams,Brown,2009,Jr,1,1,0,0,0,0,0,0,1,0,0
20433,Brent Abendroth,Bryant,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
20435,Chris Birrell,Bryant,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
20437,Daniel Calandrillo,Bryant,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
20440,Michael Chroney,Bryant,2009,Jr,1,1,0,0,0,0,0,0,0,0,0
20434,Cecil Gresham,Bryant,2009,RS-Sr,1,1,0,0,0,0,0,0,1,0,0
20442,Raphael Jordan,Bryant,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
20444,Vladyslav Kondratyev,Bryant,2009,Fr,4,2,2,0,1,2,0,0,0,0,0
20432,Barry Latham,Bryant,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
20443,Sam LeClerc,Bryant,2009,So,0,0,0,0,0,0,0,0,0,0,0
10597,Papa Lo,Bryant,2009,So,1,0,1,0,0,0,0,0,1,0,0
20436,Claybrin McMath,Bryant,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
20429,Adam Parzych,Bryant,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
20441,Nick Pontes,Bryant,2009,Sr,2,1,1,0,0,0,0,0,0,0,0
20438,Don Smith,Bryant,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
20439,Erick Smith,Bryant,2009,Fr,1,0,1,0,0,0,0,0,0,0,0
20431,Anthony Thomas (2),Bryant,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
17061,Enoch Andoh,Bucknell,2009,So,0,0,0,0,0,0,0,0,1,0,0
17066,Patrick Behan,Bucknell,2009,Sr,0,0,0,0,0,0,0,0,1,0,0
17062,G.W. Boon,Bucknell,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
17056,Bryan Cohen,Bucknell,2009,So,0,0,0,0,0,0,0,0,0,0,1
17070,Zach Evans,Bucknell,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
17064,Matt Fiery,Bucknell,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
17057,Bryson Johnson,Bucknell,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17058,Colin Klebon,Bucknell,2009,Fr,1,0,1,0,0,1,0,0,0,0,0
17067,Probese Leo,Bucknell,2009,So,0,0,0,0,0,0,0,0,0,0,0
17065,Mike Muscala,Bucknell,2009,Fr,9,2,7,0,1,3,0,0,0,0,0
17059,D.J. Rowe,Bucknell,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17060,Darryl Shazier,Bucknell,2009,Jr,2,0,2,0,0,2,0,0,1,0,3
17069,Stephen Tyree,Bucknell,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
17063,Joe Willman,Bucknell,2009,Fr,0,0,0,0,0,0,0,2,0,0,0
11439,Jawaan Alston,Buffalo,2009,Jr,1,0,1,0,0,1,0,1,2,0,0
11437,Dave Barnett,Buffalo,2009,So,0,0,0,0,0,0,0,0,0,0,0
11436,Calvin Betts,Buffalo,2009,Sr,1,0,1,0,0,0,0,0,3,0,4
11441,Max Boudreau,Buffalo,2009,Sr,2,0,2,0,0,1,0,0,1,0,0
11440,John Boyer,Buffalo,2009,Sr,2,1,1,0,0,0,0,0,0,0,0
11442,Mike Clifford,Buffalo,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11448,Zach Filzen,Buffalo,2009,So,0,0,0,0,0,0,0,0,0,0,0
11434,Adekambi Laleye,Buffalo,2009,Sr,1,0,1,0,0,0,0,0,0,0,0
11444,Rodney Pierce,Buffalo,2009,Sr,2,1,1,0,1,1,0,0,0,0,2
11446,Titus Robinson,Buffalo,2009,So,4,2,1,1,1,0,0,0,1,0,0
11445,Sean Smiley,Buffalo,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
11447,Tony Watson,Buffalo,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11443,Mitchell Watt,Buffalo,2009,So,10,2,7,0,1,1,0,1,0,0,0
15387,Alex Anglin,Butler,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
15391,Garrett Butcher,Butler,2009,So,0,0,0,0,0,0,0,0,1,0,0
15398,Zach Hahn,Butler,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
8226,Gordon Hayward,Butler,2009,So,11,9,2,0,4,1,0,0,1,0,0
15393,Matt Howard,Butler,2009,Jr,8,2,6,0,1,3,0,3,4,0,0
5513,Avery Jukes,Butler,2009,Sr,2,1,1,0,1,1,0,0,3,0,0
15390,Emerson Kampen,Butler,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15392,Grant Leiendecker,Butler,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
9419,Shelvin Mack,Butler,2009,So,2,1,1,0,1,0,0,2,1,0,2
15395,Ronald Nored,Butler,2009,So,1,0,0,1,0,0,1,0,0,0,3
15394,Nick Rodgers,Butler,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
15388,Andrew Smith,Butler,2009,Fr,1,0,1,0,0,0,0,0,0,0,0
15389,Chase Stigall,Butler,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15396,Shawn Vanzant,Butler,2009,Jr,1,0,1,0,0,0,0,0,0,0,0
15397,Willie Veasley,Butler,2009,Sr,1,0,1,0,0,0,0,0,2,0,4
9751,Charles Abouo,Brigham Young,2009,So,4,2,2,0,1,1,0,0,0,0,1
9753,James Anderson (2),Brigham Young,2009,So,2,0,1,1,0,1,0,0,0,0,0
9749,Brandon Davies,Brigham Young,2009,Fr,2,2,0,0,0,0,0,1,3,0,0
3591,Jackson Emery,Brigham Young,2009,Jr,2,0,1,1,0,1,1,0,1,0,5
9263,Jimmer Fredette,Brigham Young,2009,Jr,3,3,0,0,2,0,0,0,0,0,8
9757,Noah Hartsrock,Brigham Young,2009,So,18,12,5,0,7,4,0,2,4,0,0
3587,Tyler Haws,Brigham Young,2009,Fr,0,0,0,0,0,0,0,0,2,0,1
9755,Logan Magnusson,Brigham Young,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
9756,"Michael Loyd, Jr.",Brigham Young,2009,So,2,2,0,0,1,0,0,0,0,0,1
9752,Chris Miles,Brigham Young,2009,Sr,5,3,2,0,2,2,0,0,3,0,1
9754,"Lamont Morgan, Jr.",Brigham Young,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
2559,Jonathan Tavernari,Brigham Young,2009,Sr,5,5,0,0,3,0,0,1,0,0,3
9750,Brock Zylstra,Brigham Young,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
16447,Charles Anderson,Cal Poly,2009,Sr,0,0,0,0,0,0,0,0,1,0,0
16452,Justin Brown,Cal Poly,2009,So,0,0,0,0,0,0,0,0,0,0,0
16457,Ryan Darling,Cal Poly,2009,Sr,1,1,0,0,0,0,0,0,0,0,0
16459,Will Donahue,Cal Poly,2009,So,1,1,0,0,1,0,0,0,1,0,0
16448,David Hanson,Cal Poly,2009,So,2,1,1,0,1,0,0,0,0,0,0
16454,Lorenzo Keeler,Cal Poly,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
16451,Jordan Lewis,Cal Poly,2009,So,0,0,0,0,0,0,0,0,0,0,0
16458,Shawn Lewis,Cal Poly,2009,Jr,1,0,0,1,0,0,1,0,0,0,0
16453,Kyle Odister,Cal Poly,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
16450,Dylan Royer,Cal Poly,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
16460,Will Taylor,Cal Poly,2009,Jr,1,0,1,0,0,1,0,0,0,0,0
16455,Matt Titchenal,Cal Poly,2009,So,0,0,0,0,0,0,0,0,0,0,0
15382,Gerard Anderson,Cal State Fullerton,2009,Sr,0,0,0,0,0,0,0,0,1,0,0
6434,Orane Chin,Cal State Fullerton,2009,So,1,0,1,0,0,0,0,0,0,0,1
16500,Frank Granados,Cal State Fullerton,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
16503,Papa Guisse,Cal State Fullerton,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
9910,Jer'Vaughn Johnson,Cal State Fullerton,2009,Jr,3,0,2,1,0,2,1,1,2,0,0
16502,Jamel McGuire,Cal State Fullerton,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
16504,Ray Miller,Cal State Fullerton,2009,Sr,0,0,0,0,0,0,0,1,0,0,0
16498,Devon Peltier,Cal State Fullerton,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
16505,Robbie Robinson,Cal State Fullerton,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
16501,Jacques Streeter,Cal State Fullerton,2009,So,0,0,0,0,0,0,0,0,0,0,0
16496,Aaron Thompson,Cal State Fullerton,2009,Sr,2,1,1,0,1,0,0,0,0,0,1
4434,Bryce Webster,Cal State Fullerton,2009,Jr,4,3,1,0,0,1,0,0,0,0,0
16499,Eric Williams,Cal State Fullerton,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
6729,Omondi Amoke,California,2009,So,4,3,1,0,0,1,0,2,2,0,0
6720,Bak Bak,California,2009,Fr,1,1,0,0,0,0,0,0,0,0,0
2347,Jamal Boykin,California,2009,Sr,9,3,6,0,2,2,0,1,1,0,1
6727,Nigel Carter,California,2009,So,0,0,0,0,0,0,0,0,0,0,0
2298,Patrick Christopher,California,2009,Sr,0,0,0,0,0,0,0,0,3,0,1
6724,Jorge Gutierrez,California,2009,So,2,1,0,0,0,0,0,0,0,0,1
6728,Nikola Knezevic,California,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
4710,Jerome Randle,California,2009,Sr,0,0,0,0,0,0,0,1,1,0,3
6731,Theo Robertson,California,2009,Sr,2,2,0,0,1,0,0,0,2,0,1
6725,Markhuri Sanders-Frison,California,2009,Jr,3,1,2,0,0,2,0,0,1,0,0
6722,D.J. Seeley,California,2009,So,0,0,0,0,0,0,0,0,1,0,0
6721,Brandon Smith,California,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
6726,Max Zhang,California,2009,So,17,12,4,1,5,0,1,0,2,0,0
14197,Larry Awosanya,Campbell,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
14192,Amir Celestin,Campbell,2009,So,0,0,0,0,0,0,0,0,0,0,0
14194,Cole Dewey,Campbell,2009,So,0,0,0,0,0,0,0,0,0,0,0
14201,Preston Dodson,Campbell,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
14195,Junard Hartley,Campbell,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
14203,William Kossangue,Campbell,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
14202,Ricky Krainiak,Campbell,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
14198,Lorne Merthie,Campbell,2009,So,0,0,0,0,0,0,0,0,0,0,0
14193,Chris Reynolds,Campbell,2009,So,0,0,0,0,0,0,0,0,0,0,0
10180,Jonathan Rodriguez,Campbell,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
14199,Miles Taylor,Campbell,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
14196,Kyle Vejraska,Campbell,2009,Sr,1,0,1,0,0,1,0,0,1,0,0
18036,Bob Bevilacqua,Canisius,2009,Sr,0,0,0,0,0,0,0,1,0,0,0
18042,Julius Coles,Canisius,2009,Jr,1,1,0,0,1,0,0,0,0,0,0
18038,Elton Frazier,Canisius,2009,Jr,3,1,2,0,0,0,0,0,0,0,0
18046,Robert Goldsberry,Canisius,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
18047,Rokas Gricius,Canisius,2009,So,1,0,1,0,0,0,0,0,0,0,0
18043,Reggie Groves,Canisius,2009,RS-Fr,0,0,0,0,0,0,0,0,0,0,0
18035,Alshwan Hymes,Canisius,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
18044,Rishawn Johnson,Canisius,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
18041,Greg Logins,Canisius,2009,Jr,0,0,0,0,0,0,0,3,0,0,0
18039,Frank Turner,Canisius,2009,Sr,1,1,0,0,1,0,0,0,0,0,5
18048,Tomas Vazquez-Simmons,Canisius,2009,Jr,3,0,3,0,0,1,0,0,0,0,0
12761,Jerrald Bonham,Centenary,2009,Sr,3,3,0,0,3,0,0,0,0,0,0
12762,Leo Davis,Centenary,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
12766,Pedro Maciel,Centenary,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
12763,Matt Marseille,Centenary,2009,Fr,1,0,1,0,0,0,0,0,0,0,0
12765,Maxx Nakwaasah,Centenary,2009,So,0,0,0,0,0,0,0,0,1,0,0
12764,Matt Nichenko,Centenary,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
12759,David Perez,Centenary,2009,So,0,0,0,0,0,0,0,0,0,0,0
12768,Travis Sims,Centenary,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
12757,Daman Starring,Centenary,2009,Fr,0,0,0,0,0,0,0,0,0,0,1
12758,David Swartz,Centenary,2009,Fr,1,1,0,0,1,0,0,1,0,0,0
12760,Jeron Trotman,Centenary,2009,Fr,1,1,0,0,1,0,0,0,0,0,0
12767,Roman Tubner,Centenary,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
21510,Dewan Clayborn,Central Arkansas,2009,So,0,0,0,0,0,0,0,0,0,0,0
21516,Robert Crawford,Central Arkansas,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
7193,Ryan Daniels,Central Arkansas,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
21506,Carlos Dos Santos,Central Arkansas,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
21507,Chris Henson,Central Arkansas,2009,So,1,0,1,0,0,1,0,1,1,0,0
21509,Chris Poellnitz,Central Arkansas,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
21513,Mike Pouncy,Central Arkansas,2009,RS-Sr,0,0,0,0,0,0,0,0,0,0,0
21511,Aymard-Caha Walsh,Central Arkansas,2009,Jr,0,0,0,0,0,0,0,1,1,0,0
21512,Jared Rehmel,Central Arkansas,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
21514,Mitch Rueter,Central Arkansas,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
21515,Quad Sanders,Central Arkansas,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
21518,Tadre Sheppard,Central Arkansas,2009,Jr,3,0,3,0,0,1,0,0,2,0,0
21517,T.K. Smith,Central Arkansas,2009,So,0,0,0,0,0,0,0,0,0,0,0
21508,Chris Williams,Central Arkansas,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
20453,Devan Bailey,Central Connecticut State,2009,Fr,0,0,0,0,0,0,0,0,1,0,0
20451,Chris Baskerville,Central Connecticut State,2009,So,0,0,0,0,0,0,0,0,0,0,0
20458,Markeys Deans,Central Connecticut State,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
20456,Joe Efese,Central Connecticut State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
22181,Nick Gerrity,Central Connecticut State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
20461,Ross Pentland,Central Connecticut State,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
20460,Robby Ptacek,Central Connecticut State,2009,So,0,0,0,0,0,0,0,0,0,0,0
20463,Vince Rosario,Central Connecticut State,2009,So,0,0,0,0,0,0,0,0,0,0,0
20454,Joe Seymore,Central Connecticut State,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
20452,David Simmons,Central Connecticut State,2009,Jr,1,0,1,0,0,0,0,0,0,0,0
20462,Shemik Thompson,Central Connecticut State,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
20455,Jonathan Tull,Central Connecticut State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11022,Jordan Bitzer,Central Michigan,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
11028,Tyler Brown,Central Michigan,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11018,Finis Craddock,Central Michigan,2009,Fr,0,0,0,0,0,0,0,1,0,0,0
11020,Joe Estrada,Central Michigan,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11016,Brandon Ford,Central Michigan,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
11025,Robbie Harman,Central Michigan,2009,Sr,1,0,1,0,0,1,0,2,0,0,0
11024,Nick Jordan,Central Michigan,2009,So,0,0,0,0,0,0,0,0,0,0,0
11017,Chris Kellermann,Central Michigan,2009,Sr,3,1,2,0,0,1,0,0,0,0,0
11029,William McClure,Central Michigan,2009,Jr,4,1,3,0,0,3,0,0,0,0,1
11021,John Morris,Central Michigan,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11014,Amir Rashid,Central Michigan,2009,Jr,0,0,0,0,0,0,0,0,1,0,1
11030,Zach Saylor,Central Michigan,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11023,Marko Spica,Central Michigan,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
11019,Jalin Thomas,Central Michigan,2009,Jr,1,0,1,0,0,0,0,0,0,0,1
11015,Antonio Weary,Central Michigan,2009,Jr,0,0,0,0,0,0,0,0,0,0,1
15900,Billy Blackmon,Charleston Southern,2009,Sr,2,0,2,0,0,2,0,0,0,0,0
7728,Quinton Goods,Charleston Southern,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
15909,Stanley Honorat,Charleston Southern,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
15899,Austin Johnson (2),Charleston Southern,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
15904,Jo'el Lamb,Charleston Southern,2009,So,0,0,0,0,0,0,0,0,0,0,0
15905,Kelvin Martin,Charleston Southern,2009,So,2,1,1,0,0,1,0,0,0,0,0
15906,Kenny Mitchell,Charleston Southern,2009,So,1,0,1,0,0,1,0,0,0,0,1
15912,Zimmy Nwogbo,Charleston Southern,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15903,Jeremy Sexton,Charleston Southern,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15907,Patrick Shaughnessy,Charleston Southern,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15910,Theron Stephens,Charleston Southern,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15908,Sean Sweeney,Charleston Southern,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
15911,Tom Tankelewicz,Charleston Southern,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15902,Jamarco Warren,Charleston Southern,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
10298,Ian Andersen,Charlotte,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
10300,Javarris Barnett,Charlotte,2009,So,3,1,2,0,1,2,0,0,0,0,0
10305,Shamarr Bowden,Charlotte,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
