GMID,Name,School,Year,PercShotS2P,S2PPer,PercShotl2P,L2PPer,PercL2PLC,PercShot3P,ThreePer,Perc3PLC
2364,Darius Miller,Kentucky,2011,6.94%,80.00%,41.67%,53.33%,33.33%,51.39%,32.43%,28.24%
2365,DeQuan Jones,Miami (FL),2009,20.59%,57.14%,61.76%,57.14%,35.59%,17.65%,33.33%,23.08%
2365,DeQuan Jones,Miami (FL),2010,30.43%,28.57%,56.52%,23.08%,23.21%,13.04%,0.00%,30.00%
2365,DeQuan Jones,Miami (FL),2011,21.21%,42.86%,72.73%,29.17%,43.64%,6.06%,50.00%,25.00%
2366,Tony Woods,Wake Forest,2009,30.77%,50.00%,69.23%,22.22%,31.03%,0.00%,NA,NA
2366,Tony Woods,Oregon,2011,34.78%,56.25%,65.22%,40.00%,33.33%,0.00%,NA,NA
2366,Tony Woods,Oregon,2012,31.03%,61.11%,68.97%,40.00%,33.90%,0.00%,NA,NA
2368,Yancy Gates,Cincinnati,2009,40.22%,70.27%,58.70%,20.37%,38.30%,1.09%,0.00%,50.00%
2368,Yancy Gates,Cincinnati,2010,25.00%,61.54%,68.27%,30.99%,37.37%,6.73%,0.00%,50.00%
2368,Yancy Gates,Cincinnati,2011,34.91%,59.46%,64.15%,25.00%,40.96%,0.94%,100.00%,20.00%
2369,Draymond Green,Michigan State,2009,26.83%,81.82%,65.85%,33.33%,26.21%,7.32%,0.00%,23.08%
2369,Draymond Green,Michigan State,2010,19.74%,53.33%,50.00%,23.68%,30.65%,30.26%,30.43%,23.96%
2369,Draymond Green,Michigan State,2011,32.95%,62.07%,39.77%,28.57%,28.69%,27.27%,54.17%,26.09%
2370,Kevin Jones,West Virginia,2009,27.69%,61.11%,43.85%,45.61%,43.51%,28.46%,35.14%,37.00%
2370,Kevin Jones,West Virginia,2010,15.70%,63.16%,51.24%,29.03%,42.76%,33.06%,25.00%,42.11%
2370,Kevin Jones,West Virginia,2011,24.18%,64.86%,48.37%,39.19%,42.29%,27.45%,26.19%,36.21%
2371,Henry Sims,Georgetown,2009,40.00%,75.00%,40.00%,25.00%,40.00%,20.00%,0.00%,66.67%
2371,Henry Sims,Georgetown,2010,35.29%,83.33%,58.82%,30.00%,29.41%,5.88%,0.00%,100.00%
2371,Henry Sims,Georgetown,2011,41.77%,66.67%,58.23%,32.61%,31.94%,0.00%,NA,0.00%
2372,Harrison Barnes,North Carolina,2010,4.26%,100.00%,53.19%,48.00%,14.62%,42.55%,40.00%,14.49%
2372,Harrison Barnes,North Carolina,2011,5.17%,0.00%,68.97%,45.00%,15.15%,25.86%,33.33%,13.16%
2374,Joshua Smith,UCLA,2010,79.52%,65.15%,20.48%,23.53%,37.78%,0.00%,NA,NA
2374,Joshua Smith,UCLA,2011,86.05%,48.65%,13.95%,33.33%,28.57%,0.00%,NA,NA
2374,Joshua Smith,UCLA,2012,100.00%,0.00%,0.00%,NA,0.00%,0.00%,NA,NA
2374,Joshua Smith,Georgetown,2013,71.43%,66.67%,28.57%,50.00%,54.55%,0.00%,NA,0.00%
2374,Joshua Smith,Georgetown,2014,75.00%,70.00%,25.00%,50.00%,23.81%,0.00%,NA,NA
2375,Jared Sullinger,Ohio State,2010,45.74%,58.14%,53.19%,36.00%,30.49%,1.06%,100.00%,9.09%
2375,Jared Sullinger,Ohio State,2011,31.36%,62.16%,63.56%,44.00%,34.56%,5.08%,16.67%,15.79%
2376,Tyler Honeycutt,UCLA,2009,34.29%,58.33%,31.43%,36.36%,35.48%,34.29%,16.67%,41.38%
2376,Tyler Honeycutt,UCLA,2010,13.27%,53.33%,36.28%,34.15%,39.05%,50.44%,40.35%,37.50%
2377,John Jenkins,Vanderbilt,2009,2.56%,0.00%,38.46%,26.67%,27.78%,58.97%,56.52%,18.40%
2377,John Jenkins,Vanderbilt,2010,7.41%,100.00%,24.07%,15.38%,13.40%,68.52%,48.65%,16.82%
2377,John Jenkins,Vanderbilt,2011,7.41%,83.33%,23.46%,36.84%,21.35%,69.14%,37.50%,18.36%
2378,Mfon Udofia,Georgia Tech,2009,8.57%,66.67%,34.29%,25.00%,21.43%,57.14%,35.00%,23.81%
2378,Mfon Udofia,Georgia Tech,2010,16.67%,25.00%,37.50%,22.22%,26.87%,45.83%,13.64%,34.38%
2378,Mfon Udofia,Georgia Tech,2011,22.22%,44.44%,33.33%,44.44%,33.75%,44.44%,30.56%,33.03%
2378,Mfon Udofia,Georgia Tech,2012,20.63%,53.85%,30.16%,36.84%,28.79%,49.21%,35.48%,28.18%
2379,Durand Scott,Miami (FL),2009,36.49%,55.56%,40.54%,43.33%,26.32%,22.97%,17.65%,29.31%
2379,Durand Scott,Miami (FL),2010,27.59%,45.83%,41.38%,33.33%,26.67%,31.03%,44.44%,41.54%
2379,Durand Scott,Miami (FL),2011,20.83%,45.00%,52.08%,38.00%,39.68%,27.08%,23.08%,44.07%
2379,Durand Scott,Miami (FL),2012,25.00%,53.85%,45.19%,40.43%,38.84%,29.81%,25.81%,37.35%
2380,Terrell Vinson,Massachusetts,2009,32.14%,77.78%,28.57%,37.50%,27.59%,39.29%,22.73%,32.35%
2380,Terrell Vinson,Massachusetts,2010,42.31%,45.45%,25.00%,15.38%,35.14%,32.69%,23.53%,42.50%
2380,Terrell Vinson,Massachusetts,2011,29.82%,47.06%,28.07%,37.50%,22.86%,42.11%,29.17%,22.43%
2380,Terrell Vinson,Massachusetts,2012,38.10%,41.67%,31.75%,20.00%,27.40%,30.16%,52.63%,26.03%
2381,Deshaun Thomas,Ohio State,2010,44.74%,76.47%,28.95%,63.64%,21.57%,26.32%,20.00%,17.24%
2381,Deshaun Thomas,Ohio State,2011,16.67%,58.82%,50.00%,47.06%,29.65%,33.33%,41.18%,24.64%
2381,Deshaun Thomas,Ohio State,2012,12.93%,47.37%,55.78%,36.59%,40.20%,31.29%,30.43%,27.06%
2382,Lorenzo Brown,NC State,2010,30.77%,56.25%,51.92%,29.63%,25.23%,17.31%,55.56%,15.79%
2382,Lorenzo Brown,NC State,2011,14.29%,53.85%,52.75%,35.42%,33.10%,32.97%,46.67%,39.47%
2382,Lorenzo Brown,NC State,2012,20.65%,31.58%,47.83%,34.09%,37.29%,31.52%,27.59%,41.43%
2383,Thomas Robinson,Kansas,2009,50.00%,0.00%,50.00%,50.00%,7.41%,0.00%,NA,NA
2383,Thomas Robinson,Kansas,2010,68.97%,55.00%,31.03%,55.56%,26.47%,0.00%,NA,NA
2383,Thomas Robinson,Kansas,2011,44.92%,64.15%,54.24%,28.13%,27.95%,0.85%,0.00%,7.14%
2384,Erik Murphy,Florida,2009,59.09%,84.62%,40.91%,22.22%,36.00%,0.00%,NA,NA
2384,Erik Murphy,Florida,2010,30.43%,42.86%,39.13%,55.56%,25.00%,30.43%,14.29%,33.33%
2384,Erik Murphy,Florida,2011,19.44%,78.57%,30.56%,27.27%,35.48%,50.00%,33.33%,25.71%
2384,Erik Murphy,Florida,2012,28.77%,76.19%,26.03%,42.11%,32.76%,45.21%,42.42%,24.09%
2385,Roger Franklin,Oklahoma State,2009,29.41%,100.00%,58.82%,30.00%,25.00%,11.76%,0.00%,66.67%
2385,Roger Franklin,Oklahoma State,2010,21.43%,100.00%,78.57%,45.45%,33.33%,0.00%,NA,0.00%
2385,Roger Franklin,North Texas,2011,18.46%,58.33%,80.00%,26.92%,30.77%,1.54%,100.00%,14.29%
2385,Roger Franklin,North Texas,2012,21.35%,52.63%,73.03%,46.15%,34.95%,5.62%,40.00%,45.45%
2386,D.J. Richardson,Illinois,2009,4.35%,100.00%,37.68%,38.46%,27.66%,57.97%,37.50%,24.84%
2386,D.J. Richardson,Illinois,2010,5.66%,33.33%,39.62%,33.33%,29.58%,54.72%,34.48%,20.28%
2386,D.J. Richardson,Illinois,2011,3.49%,33.33%,48.84%,35.71%,41.18%,47.67%,36.59%,20.10%
2386,D.J. Richardson,Illinois,2012,8.70%,62.50%,27.17%,20.00%,33.78%,64.13%,28.81%,22.87%
2388,DeShawn Sims,Michigan,2009,21.48%,65.63%,65.77%,41.84%,37.84%,12.75%,21.05%,25.68%
2389,Alex Stepheson,USC,2009,28.85%,53.33%,71.15%,32.43%,33.94%,0.00%,NA,NA
2389,Alex Stepheson,USC,2010,47.37%,72.22%,52.63%,40.00%,35.71%,0.00%,NA,NA
2390,Brian Zoubek,Duke,2009,58.82%,80.00%,41.18%,42.86%,23.33%,0.00%,NA,NA
2391,Jerry Smith,Louisville,2009,25.00%,69.23%,7.69%,25.00%,12.50%,67.31%,34.29%,31.53%
2411,Jerime Anderson,UCLA,2009,35.71%,60.00%,42.86%,44.44%,50.00%,21.43%,33.33%,31.03%
2411,Jerime Anderson,UCLA,2010,15.56%,57.14%,33.33%,33.33%,38.46%,51.11%,34.78%,37.10%
2411,Jerime Anderson,UCLA,2011,18.57%,38.46%,45.71%,34.38%,39.02%,35.71%,40.00%,35.21%
2412,Drew Gordon,UCLA,2009,60.00%,66.67%,40.00%,0.00%,21.05%,0.00%,NA,0.00%
2412,Drew Gordon,New Mexico,2010,32.08%,64.71%,67.92%,33.33%,32.14%,0.00%,NA,NA
2412,Drew Gordon,New Mexico,2011,40.21%,69.23%,59.79%,32.76%,35.37%,0.00%,NA,0.00%
2415,Angel Garcia,Memphis,2009,5.56%,0.00%,38.89%,71.43%,50.00%,55.56%,50.00%,34.48%
2415,Angel Garcia,Memphis,2010,33.33%,100.00%,16.67%,0.00%,9.09%,50.00%,33.33%,18.75%
2416,Emmanuel Negedu,New Mexico,2010,75.00%,100.00%,0.00%,NA,0.00%,25.00%,0.00%,50.00%
2419,Devoe Joseph,Minnesota,2009,14.61%,30.77%,47.19%,28.57%,49.41%,38.20%,32.35%,27.20%
2419,Devoe Joseph,Minnesota,2010,29.41%,40.00%,23.53%,50.00%,25.00%,47.06%,37.50%,19.05%
2419,Devoe Joseph,Oregon,2011,20.48%,47.06%,37.35%,48.39%,25.00%,42.17%,31.43%,22.15%
2421,Mike Moser,UCLA,2009,22.22%,0.00%,22.22%,0.00%,66.67%,55.56%,20.00%,45.45%
2421,Mike Moser,UNLV,2011,16.98%,77.78%,49.06%,38.46%,19.70%,33.96%,22.22%,14.29%
2421,Mike Moser,UNLV,2012,23.33%,57.14%,40.00%,25.00%,20.34%,36.67%,18.18%,23.91%
2421,Mike Moser,Oregon,2013,24.71%,66.67%,41.18%,40.00%,33.98%,34.12%,20.69%,19.59%
2439,Marvell Waithe,Arkansas,2010,9.09%,100.00%,36.36%,0.00%,26.67%,54.55%,16.67%,18.18%
2439,Marvell Waithe,Arkansas,2011,43.33%,69.23%,23.33%,42.86%,30.43%,33.33%,40.00%,28.57%
2479,Torgrim Sommerfeldt,Manhattan,2011,NA,NA,NA,NA,0.00%,NA,NA,0.00%
2482,Ben Allen,Saint Mary's,2009,19.40%,61.54%,26.87%,38.89%,21.69%,53.73%,36.11%,33.64%
2505,Mike Tisdale,Illinois,2009,19.70%,84.62%,77.27%,49.02%,27.42%,3.03%,50.00%,50.00%
2505,Mike Tisdale,Illinois,2010,18.97%,81.82%,58.62%,38.24%,25.95%,22.41%,30.77%,25.00%
2506,Demetri McCamey,Illinois,2009,12.50%,41.67%,42.71%,34.15%,24.26%,44.79%,37.21%,28.48%
2506,Demetri McCamey,Illinois,2010,12.30%,73.33%,40.16%,30.61%,38.89%,47.54%,43.10%,35.37%
2507,Mike Davis,Illinois,2009,4.71%,25.00%,95.29%,40.74%,31.52%,0.00%,NA,NA
2507,Mike Davis,Illinois,2010,20.00%,84.21%,80.00%,38.16%,33.63%,0.00%,NA,0.00%
2529,Devan Downey,South Carolina,2009,8.59%,42.86%,56.44%,41.30%,37.70%,34.97%,33.33%,30.98%
2530,Edgar Sosa,Louisville,2009,15.71%,72.73%,21.43%,40.00%,23.81%,62.86%,43.18%,26.83%
2531,Jonathan Kreft,Florida State,2010,33.33%,75.00%,66.67%,12.50%,25.81%,0.00%,NA,NA
2531,Jonathan Kreft,Florida State,2011,44.44%,75.00%,55.56%,30.00%,27.03%,0.00%,NA,NA
2532,Curtis Kelly,Kansas State,2009,33.33%,65.00%,66.67%,47.50%,29.20%,0.00%,NA,0.00%
2532,Curtis Kelly,Kansas State,2010,18.64%,63.64%,79.66%,38.30%,33.33%,1.69%,100.00%,100.00%
2533,Obi Muonelo,Oklahoma State,2009,20.54%,39.13%,34.82%,43.59%,51.32%,44.64%,48.00%,27.03%
2534,Jeff Robinson,Seton Hall,2009,41.67%,35.00%,50.00%,20.83%,34.78%,8.33%,50.00%,30.77%
2534,Jeff Robinson,Seton Hall,2010,30.99%,59.09%,33.80%,29.17%,26.97%,35.21%,36.00%,25.25%
2535,Jeff Jordan,Illinois,2009,12.50%,50.00%,62.50%,40.00%,31.25%,25.00%,25.00%,50.00%
2535,Jeff Jordan,UCF,2011,18.18%,0.00%,36.36%,50.00%,44.44%,45.45%,0.00%,33.33%
2536,Chris Wright (2),Dayton,2009,28.05%,78.26%,51.22%,30.95%,28.77%,20.73%,11.76%,44.74%
2536,Chris Wright (2),Dayton,2010,31.17%,62.50%,62.34%,16.67%,26.23%,6.49%,60.00%,22.73%
2537,Chandler Parsons,Florida,2009,32.08%,41.18%,28.30%,26.67%,29.41%,39.62%,33.33%,19.81%
2537,Chandler Parsons,Florida,2010,26.87%,83.33%,35.82%,16.67%,32.88%,37.31%,48.00%,24.51%
2538,Wesley Witherspoon,Memphis,2009,29.63%,50.00%,37.04%,40.00%,32.97%,33.33%,55.56%,34.18%
2538,Wesley Witherspoon,Memphis,2010,32.14%,77.78%,42.86%,50.00%,38.71%,25.00%,42.86%,20.00%
2538,Wesley Witherspoon,Memphis,2011,26.67%,33.33%,17.78%,12.50%,30.77%,55.56%,36.00%,44.64%
2539,Jordan Hamilton,Texas,2009,20.51%,62.50%,25.64%,30.00%,11.90%,53.85%,38.10%,14.38%
2539,Jordan Hamilton,Texas,2010,10.84%,55.56%,46.99%,56.41%,19.90%,42.17%,37.14%,17.16%
2540,Lamont Jones,Arizona,2009,16.33%,62.50%,46.94%,39.13%,24.47%,36.73%,16.67%,33.96%
2540,Lamont Jones,Arizona,2010,22.99%,50.00%,45.98%,37.50%,28.78%,31.03%,37.04%,34.18%
2540,Lamont Jones,Iona,2011,22.67%,47.06%,42.67%,46.88%,23.36%,34.67%,19.23%,18.57%
2540,Lamont Jones,Iona,2012,25.74%,50.00%,36.63%,35.14%,20.67%,37.62%,23.68%,21.35%
2541,Marcus Jordan,UCF,2009,39.06%,52.00%,21.88%,50.00%,35.90%,39.06%,32.00%,32.89%
2541,Marcus Jordan,UCF,2010,23.08%,33.33%,37.61%,36.36%,41.51%,39.32%,26.09%,34.07%
2541,Marcus Jordan,UCF,2011,25.00%,42.11%,21.05%,37.50%,20.25%,53.95%,24.39%,26.80%
2542,Royce White,Iowa State,2011,51.72%,73.33%,43.68%,28.95%,27.14%,4.60%,25.00%,33.33%
2543,Jamil Wilson,Oregon,2009,17.39%,100.00%,34.78%,25.00%,16.67%,47.83%,18.18%,34.38%
2543,Jamil Wilson,Marquette,2011,10.71%,50.00%,66.07%,27.03%,38.14%,23.21%,46.15%,46.43%
2543,Jamil Wilson,Marquette,2012,14.19%,45.45%,50.97%,44.30%,41.58%,34.84%,27.78%,35.76%
2543,Jamil Wilson,Marquette,2013,9.57%,33.33%,56.38%,30.19%,36.55%,34.04%,15.63%,32.65%
2544,Jake Anderson,Northern Illinois,2009,32.84%,50.00%,29.85%,25.00%,29.85%,37.31%,20.00%,37.31%
2544,Jake Anderson,Iowa State,2010,16.42%,63.64%,32.84%,22.73%,22.00%,50.75%,29.41%,30.36%
2545,Dominique Archie,South Carolina,2009,0.00%,NA,75.00%,33.33%,25.00%,25.00%,100.00%,9.09%
2546,Dwayne Collins,Miami (FL),2009,46.15%,75.00%,53.85%,39.29%,35.44%,0.00%,NA,NA
2547,Kenneth Cooper,UAB,2009,60.78%,48.39%,37.25%,10.53%,48.72%,1.96%,0.00%,33.33%
2548,Osiris Eldridge,Illinois State,2009,12.61%,40.00%,31.93%,31.58%,26.95%,55.46%,37.88%,32.04%
2549,Gary Flowers,Southern Mississippi,2009,7.38%,81.82%,78.52%,37.61%,37.50%,14.09%,38.10%,27.63%
2549,Gary Flowers,Southern Mississippi,2010,14.68%,68.75%,65.14%,40.85%,28.86%,20.18%,31.82%,19.64%
2550,Jonathan Gibson,New Mexico State,2009,12.86%,44.44%,31.43%,40.91%,23.16%,55.71%,46.15%,15.54%
2551,Kyle Gibson,Louisiana Tech,2009,17.02%,43.75%,32.98%,29.03%,26.50%,50.00%,34.04%,25.27%
2554,Dior Lowhorn,San Francisco,2009,18.67%,57.14%,60.00%,42.22%,23.44%,21.33%,25.00%,23.88%
2555,Ater Majok,Connecticut,2009,50.00%,75.00%,50.00%,25.00%,32.00%,0.00%,NA,NA
2557,Junior Salters,Wofford,2009,6.94%,40.00%,25.00%,11.11%,42.86%,68.06%,32.65%,27.68%
2558,Donald Sloan,Texas A&M,2009,15.28%,59.09%,51.39%,41.89%,36.63%,33.33%,37.50%,37.21%
2559,Jonathan Tavernari,Brigham Young,2009,5.17%,66.67%,44.83%,38.46%,21.49%,50.00%,27.59%,17.79%
2560,Malcolm Thomas,San Diego State,2009,41.10%,80.00%,58.90%,34.88%,31.16%,0.00%,NA,0.00%
2560,Malcolm Thomas,San Diego State,2010,32.00%,75.00%,64.00%,29.17%,34.78%,4.00%,0.00%,25.00%
2581,Derrick Caracter,UTEP,2009,31.67%,73.68%,63.33%,34.21%,30.89%,5.00%,0.00%,21.43%
2591,John Reik,Mississippi State,2009,0.00%,NA,100.00%,50.00%,33.33%,0.00%,NA,NA
2591,John Reik,Mississippi State,2010,33.33%,100.00%,66.67%,100.00%,40.00%,0.00%,NA,NA
2605,Ryan Anderson,Nebraska,2009,8.33%,60.00%,30.00%,33.33%,18.37%,61.67%,40.54%,29.37%
3520,Derrick Nix,Michigan State,2009,66.67%,70.00%,33.33%,20.00%,55.56%,0.00%,NA,NA
3520,Derrick Nix,Michigan State,2010,91.67%,81.82%,8.33%,0.00%,16.67%,0.00%,NA,NA
3520,Derrick Nix,Michigan State,2011,64.44%,48.28%,35.56%,56.25%,30.19%,0.00%,NA,NA
3520,Derrick Nix,Michigan State,2012,55.81%,58.33%,44.19%,26.32%,44.71%,0.00%,NA,NA
3521,Brad Redford,Xavier,2009,0.00%,NA,4.17%,100.00%,20.00%,95.83%,30.43%,21.50%
3521,Brad Redford,Xavier,2011,4.55%,100.00%,13.64%,66.67%,27.27%,81.82%,27.78%,21.95%
3521,Brad Redford,Xavier,2012,6.06%,50.00%,15.15%,20.00%,27.78%,78.79%,42.31%,23.21%
3522,David Kool,Western Michigan,2009,9.84%,41.67%,50.82%,35.48%,29.25%,39.34%,27.08%,28.57%
3528,John Roberson,Texas Tech,2009,12.28%,28.57%,24.56%,35.71%,16.09%,63.16%,44.44%,23.08%
3528,John Roberson,Texas Tech,2010,5.97%,50.00%,28.36%,57.89%,20.00%,65.67%,38.64%,25.43%
3532,Shawn Williams,Texas,2009,0.00%,NA,0.00%,NA,0.00%,100.00%,100.00%,33.33%
3532,Shawn Williams,Southern Methodist,2011,18.18%,50.00%,25.00%,0.00%,44.00%,56.82%,24.00%,34.72%
3532,Shawn Williams,Southern Methodist,2012,24.68%,68.42%,27.27%,23.81%,36.21%,48.05%,27.03%,41.57%
3532,Shawn Williams,Southern Methodist,2013,48.65%,72.22%,43.24%,43.75%,30.19%,8.11%,0.00%,23.08%
3540,Andy Polka,Loyola (IL),2009,49.12%,60.71%,36.84%,38.10%,36.84%,14.04%,12.50%,32.00%
3540,Andy Polka,Loyola (IL),2010,41.67%,53.33%,58.33%,33.33%,42.86%,0.00%,NA,0.00%
3541,Scott Christopherson,Iowa State,2009,7.41%,50.00%,48.15%,23.08%,31.33%,44.44%,50.00%,22.86%
3541,Scott Christopherson,Iowa State,2010,7.27%,100.00%,45.45%,32.00%,19.23%,47.27%,34.62%,13.33%
3541,Scott Christopherson,Iowa State,2011,19.40%,61.54%,49.25%,30.30%,28.95%,31.34%,42.86%,14.29%
3542,Keaton Nankivil,Wisconsin,2009,9.38%,66.67%,46.88%,56.67%,38.96%,43.75%,35.71%,37.84%
3542,Keaton Nankivil,Wisconsin,2010,10.00%,66.67%,35.56%,34.38%,42.11%,54.44%,40.82%,37.98%
3543,DeMarcus Phillips,Iowa State,2010,0.00%,NA,80.00%,25.00%,40.00%,20.00%,0.00%,16.67%
3544,Jeronne Maymon,Marquette,2009,50.00%,75.00%,50.00%,25.00%,40.00%,0.00%,NA,NA
3544,Jeronne Maymon,Tennessee,2010,66.67%,75.00%,0.00%,NA,0.00%,33.33%,0.00%,100.00%
3544,Jeronne Maymon,Tennessee,2011,57.58%,78.95%,36.36%,25.00%,24.74%,6.06%,0.00%,80.00%
3544,Jeronne Maymon,Tennessee,2013,65.08%,53.66%,34.92%,36.36%,35.48%,0.00%,NA,0.00%
3551,Jon Hood,Kentucky,2009,33.33%,100.00%,33.33%,0.00%,20.00%,33.33%,0.00%,10.00%
3551,Jon Hood,Kentucky,2010,0.00%,NA,40.00%,25.00%,30.77%,60.00%,0.00%,31.58%
3551,Jon Hood,Kentucky,2012,18.18%,100.00%,27.27%,0.00%,60.00%,54.55%,16.67%,40.00%
3551,Jon Hood,Kentucky,2013,0.00%,NA,25.00%,0.00%,33.33%,75.00%,0.00%,30.00%
3552,Walt Allen,Presbyterian,2009,27.87%,58.82%,18.03%,27.27%,40.74%,54.10%,45.45%,44.00%
3552,Walt Allen,Presbyterian,2010,28.07%,68.75%,15.79%,22.22%,50.00%,56.14%,37.50%,46.38%
3553,Steffphon Pettigrew,Western Kentucky,2009,21.55%,44.00%,40.52%,34.04%,39.83%,37.93%,27.27%,40.00%
3553,Steffphon Pettigrew,Western Kentucky,2010,30.00%,58.33%,37.50%,40.00%,27.78%,32.50%,23.08%,26.53%
3565,Matt Gatens,Iowa,2009,10.53%,50.00%,38.35%,23.53%,47.66%,51.13%,23.53%,38.42%
3565,Matt Gatens,Iowa,2010,11.76%,12.50%,27.94%,15.79%,22.62%,60.29%,26.83%,25.15%
3565,Matt Gatens,Iowa,2011,9.72%,85.71%,38.89%,35.71%,22.76%,51.39%,56.76%,20.22%
3566,Brennan Cougill,Iowa,2009,11.76%,25.00%,26.47%,55.56%,39.13%,61.76%,33.33%,42.00%
3566,Brennan Cougill,Green Bay,2011,34.69%,58.82%,48.98%,37.50%,41.38%,16.33%,62.50%,11.76%
3566,Brennan Cougill,Green Bay,2012,50.88%,62.07%,29.82%,35.29%,28.81%,19.30%,18.18%,17.19%
3567,Jason Bohannon,Wisconsin,2009,9.17%,60.00%,33.94%,40.54%,69.81%,56.88%,43.55%,38.04%
3576,Ben Hansbrough,Notre Dame,2009,27.27%,37.04%,14.14%,50.00%,42.42%,58.59%,41.38%,37.91%
3576,Ben Hansbrough,Notre Dame,2010,23.21%,58.97%,30.36%,45.10%,56.04%,46.43%,41.03%,40.00%
3577,Mike Dixon,Missouri,2009,12.50%,75.00%,40.63%,38.46%,16.67%,46.88%,20.00%,19.74%
3577,Mike Dixon,Missouri,2010,18.87%,30.00%,32.08%,35.29%,20.48%,49.06%,34.62%,26.53%
3577,Mike Dixon,Missouri,2011,25.88%,59.09%,23.53%,45.00%,33.90%,50.59%,25.58%,39.45%
3577,Mike Dixon,Memphis,2013,10.34%,33.33%,32.76%,47.37%,25.68%,56.90%,39.39%,25.38%
3578,Scott Suggs,Washington,2009,0.00%,NA,16.67%,33.33%,12.50%,83.33%,26.67%,15.15%
3578,Scott Suggs,Washington,2010,19.05%,50.00%,19.05%,75.00%,11.11%,61.90%,46.15%,12.04%
3578,Scott Suggs,Washington,2012,2.94%,50.00%,66.18%,42.22%,32.85%,30.88%,38.10%,16.41%
3579,Conner Teahan,Kansas,2009,50.00%,50.00%,25.00%,0.00%,25.00%,25.00%,100.00%,11.11%
3579,Conner Teahan,Kansas,2011,5.13%,50.00%,10.26%,50.00%,25.00%,84.62%,24.24%,22.76%
3587,Tyler Haws,Brigham Young,2009,7.14%,100.00%,50.00%,50.00%,9.33%,42.86%,58.33%,17.65%
3587,Tyler Haws,Brigham Young,2012,12.31%,50.00%,72.31%,44.68%,13.20%,15.38%,40.00%,8.85%
3587,Tyler Haws,Brigham Young,2013,11.48%,42.86%,75.41%,30.43%,13.69%,13.11%,12.50%,8.08%
3587,Tyler Haws,Brigham Young,2014,6.41%,40.00%,58.97%,36.96%,14.79%,34.62%,25.93%,18.37%
3589,Morgan Grim,Utah State,2010,44.44%,75.00%,50.00%,22.22%,39.13%,5.56%,0.00%,100.00%
3589,Morgan Grim,Utah State,2011,75.00%,49.02%,25.00%,29.41%,47.22%,0.00%,NA,NA
3590,Dan Deane,Oregon State,2009,50.00%,50.00%,15.00%,33.33%,33.33%,35.00%,0.00%,36.84%
3590,Dan Deane,Oregon State,2010,NA,NA,NA,NA,NA,NA,NA,0.00%
3591,Jackson Emery,Brigham Young,2009,3.33%,50.00%,20.00%,41.67%,22.22%,76.67%,39.13%,23.35%
3591,Jackson Emery,Brigham Young,2010,4.08%,50.00%,16.33%,62.50%,14.81%,79.59%,33.33%,15.29%
3592,Tai Wesley,Utah State,2009,55.88%,63.16%,43.14%,38.64%,41.51%,0.98%,0.00%,50.00%
3592,Tai Wesley,Utah State,2010,56.67%,64.71%,38.89%,37.14%,47.30%,4.44%,50.00%,57.14%
3606,Brian Qvale,Montana,2009,51.52%,61.76%,48.48%,53.13%,47.76%,0.00%,NA,0.00%
3606,Brian Qvale,Montana,2010,47.67%,80.49%,52.33%,46.67%,39.47%,0.00%,NA,NA
3607,Austin Dufault,Colorado,2009,11.63%,60.00%,41.86%,22.22%,48.65%,46.51%,45.00%,47.62%
3607,Austin Dufault,Colorado,2010,43.18%,57.89%,36.36%,31.25%,23.88%,20.45%,11.11%,34.62%
3607,Austin Dufault,Colorado,2011,39.45%,51.16%,35.78%,30.77%,46.43%,24.77%,37.04%,42.19%
3609,Brandon Brown,Lipscomb,2009,41.67%,80.00%,25.00%,66.67%,6.52%,33.33%,50.00%,7.69%
3609,Brandon Brown,Lipscomb,2010,23.33%,28.57%,40.00%,41.67%,21.82%,36.67%,36.36%,44.00%
3617,Barry Stewart,Mississippi State,2009,6.93%,42.86%,32.67%,27.27%,36.67%,60.40%,42.62%,30.50%
3618,Maurice Miller,Georgia Tech,2009,13.79%,50.00%,27.59%,37.50%,27.59%,58.62%,35.29%,38.64%
3618,Maurice Miller,Georgia Tech,2010,14.29%,50.00%,30.95%,38.46%,30.23%,54.76%,39.13%,42.59%
3619,Drew Kelly,Morehead State,2010,30.23%,30.77%,44.19%,42.11%,51.35%,25.58%,27.27%,36.67%
3619,Drew Kelly,Morehead State,2011,51.06%,58.33%,29.79%,28.57%,41.18%,19.15%,22.22%,50.00%
3619,Drew Kelly,Morehead State,2012,25.00%,36.36%,40.91%,44.44%,36.00%,34.09%,26.67%,31.91%
3619,Drew Kelly,Morehead State,2013,28.00%,64.29%,28.00%,28.57%,26.92%,44.00%,36.36%,26.51%
3620,Jewuan Long,Murray State,2009,38.89%,57.14%,22.22%,25.00%,25.00%,38.89%,28.57%,50.00%
3620,Jewuan Long,Murray State,2010,37.50%,66.67%,40.00%,6.25%,45.71%,22.50%,33.33%,47.37%
3620,Jewuan Long,Murray State,2011,36.67%,54.55%,30.00%,38.89%,30.51%,33.33%,50.00%,41.67%
3621,Willie Kemp,Memphis,2009,27.16%,27.27%,20.99%,23.53%,44.74%,51.85%,38.10%,40.00%
3631,Reginald Becton,Ole Miss,2009,69.23%,55.56%,30.77%,0.00%,36.36%,0.00%,NA,NA
3631,Reginald Becton,Ole Miss,2010,64.71%,63.64%,35.29%,25.00%,30.77%,0.00%,NA,0.00%
